id;Price;Seats;Doors;Mileage;Explotation_period;Engine_volume;Width;Diameter_cylinder_and_stroke_piston;Maximum_power;Length;Wheelbase;Height;Torque;Valves_per_cylinder;Volume_fuel_tank;Rear_track_width;Front_track_width;Curb_weight_kg;Clearance;Maximum_speed;Transmissions;Speed_to_100;Full_weight;Compression_ratio;Consumption;Restyling;Years_from_release_start_series;Trunk_volume_max;Expense_city;Box_mechanics;Box_robot;Box_variator;Color_black;Color_blue;Color_brown;Color_gold;Color_gray;Color_green;Color_light Blue;Color_magenta;Color_orange;Color_purple;Color_red;Color_silver;Color_white;Color_yellow;Car_type_Liftback;Car_type_SUV;Car_type_Sedan;Car_type_Station Wagon;Car_type_Van;Model_2103 ;Model_2104 ;Model_2105 ;Model_21099 ;Model_2111 ;Model_2112 ;Model_2113 ;Model_2115 ;Model_Granta ;Model_Kalina ;Model_Largus ;Model_Priora ;Model_Vesta ;Model_XRAY ;Drive_full;Drive_rear;Fuel_AI-95;Fuel_GAZ
15;759000;5;5;39000;1;1774;1764;82;122;4410;2635;1512;170;4;55;1510;1510;1571.717261;178;182;5;12.9;2118.954231;10.5;7.6;0;5;480;9.3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
16;669000;5;5;37428;2;1596;1764;82;106;4410;2635;1512;148;4;55;1510;1510;1571.717261;178;174;5;12.4;2118.954231;10.5;7.3;0;5;480;9.3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
17;650000;5;5;31000;1;1596;1764;82;106;4410;2635;1512;148;4;55;1510;1510;1571.717261;178;174;5;12.4;2118.954231;10.5;7.3;0;5;480;9.3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
18;1045900;5;5;0;0;1598;1764;78;113;4410;2635;1512;152;4;55;1510;1510;1280;178;170;5.655326005;12.2;1730;10.7;7.4;0;5;480;9.6;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
19;867900;5;5;0;0;1598;1764;78;113;4410;2635;1512;152;4;55;1510;1510;1280;178;170;5.655326005;12.2;1730;10.7;7.4;0;5;480;9.6;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
20;723900;5;5;0;0;1596;1764;82;106;4410;2635;1512;148;4;55;1510;1510;1571.717261;178;174;5;12.4;2118.954231;10.5;7.3;0;5;480;9.3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
21;729000;5;5;27842;2;1774;1764;82;122;4410;2635;1512;170;4;55;1510;1510;1571.717261;178;182;5;12.9;2118.954231;10.5;7.6;0;5;480;9.3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
22;891900;5;5;0;0;1774;1764;82;122;4410;2635;1512;170;4;55;1510;1510;1571.717261;178;180;5;10.9;2118.954231;10.5;7.8;0;5;480;9.3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
23;901900;5;5;0;0;1774;1764;82;122;4410;2635;1512;170;4;55;1510;1510;1571.717261;178;180;5;10.9;2118.954231;10.5;7.8;0;5;480;9.3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
24;689000;5;5;39126;3;1774;1764;82;122;4410;2635;1512;170;4;55;1510;1510;1571.717261;178;180;5;10.9;2118.954231;10.5;7.8;0;5;480;9.3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
25;739900;5;5;0;0;1596;1764;82;106;4410;2635;1512;148;4;55;1510;1510;1571.717261;178;174;5;12.4;2118.954231;10.5;7.3;0;5;480;9.3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
26;597000;5;5;32000;3;1774;1764;82;122;4410;2635;1512;170;4;55;1510;1510;1571.717261;178;182;5;12.9;2118.954231;10.5;7.6;0;5;480;9.3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
27;891900;5;5;0;0;1774;1764;82;122;4410;2635;1512;170;4;55;1510;1510;1571.717261;178;180;5;10.9;2118.954231;10.5;7.8;0;5;480;9.3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
28;807900;5;5;0;0;1774;1764;82;122;4410;2635;1512;170;4;55;1510;1510;1571.717261;178;180;5;10.9;2118.954231;10.5;7.8;0;5;480;9.3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
29;798900;5;5;0;0;1598;1764;78;113;4410;2635;1512;152;4;55;1510;1510;1280;178;170;5.655326005;12.2;1730;10.7;7.4;0;5;480;9.6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
30;699900;5;5;68200;3;1774;1764;82;122;4410;2635;1512;170;4;55;1510;1510;1571.717261;178;182;5;12.9;2118.954231;10.5;7.6;0;5;480;9.3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
31;488900;5;4;0;0;1596;1700;82;87;4268;2476;1500;140;2;50;1414;1430;1075;180;172;5;11.6;1560;10.5;6.8;1;2;520;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
32;554000;5;4;15183;1;1596;1700;82;98;4268;2476;1500;145;4;50;1414;1430;1075;165;176;4;13.1;1560;11;7.2;1;2;520;9.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
33;560000;5;4;31000;2;1596;1700;82;106;4268;2476;1500;148;4;50;1414;1430;1075;180;184;5;10.5;1560;11;6.5;1;2;520;8.7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
34;602800;5;4;0;0;1596;1700;82;98;4268;2476;1500;145;4;50;1414;1430;1075;165;176;4;13.1;1560;11;7.2;1;2;520;9.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
35;488900;5;4;0;0;1596;1700;82;87;4268;2476;1500;140;2;50;1414;1430;1075;180;172;5;11.6;1560;10.5;6.8;1;2;520;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
36;330000;5;4;99894;2;1596;1700;82;87;4268;2476;1500;140;2;50;1414;1430;1075;180;172;5;11.6;1560;10.5;6.8;1;2;520;9;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
37;427000;5;4;46015;1;1596;1700;82;87;4268;2476;1500;140;2;50;1414;1430;1075;180;172;5;11.6;1560;10.5;6.8;1;2;520;9;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
38;488900;5;4;0;0;1596;1700;82;87;4268;2476;1500;140;2;50;1414;1430;1075;180;172;5;11.6;1560;10.5;6.8;1;2;520;9;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
39;549000;5;4;29024;1;1596;1700;82;98;4268;2476;1500;145;4;50;1414;1430;1075;165;176;4;13.1;1560;11;7.2;1;2;520;9.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
40;586800;5;4;0;0;1596;1700;82;106;4268;2476;1500;148;4;50;1414;1430;1075;180;184;5;12;1560;11;6.5;1;2;520;8.7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
41;543800;5;4;0;0;1596;1700;82;98;4268;2476;1500;145;4;50;1414;1430;1075;165;176;4;13.1;1560;11;7.2;1;2;520;9.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
42;550000;5;4;27000;1;1596;1700;82;98;4268;2476;1500;145;4;50;1414;1430;1075;165;176;4;13.1;1560;11;7.2;1;2;520;9.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
43;498500;5;4;0;0;1596;1700;82;106;4268;2476;1500;148;4;50;1414;1430;1075;180;184;5;10.5;1560;11;6.5;1;2;520;8.7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
44;660000;5;5;950;0;1596;1700;82;106;4148;2476;1560;148;4;50;1418;1430;1125;198;178;5;12.7;1560;11;6.5;1;2;360;8.7;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
45;570900;5;5;0;0;1596;1700;82;87;4148;2476;1560;140;2;50;1418;1430;1125;198;166;5;12.2;1560;10.5;6.8;1;2;360;9.1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
46;585900;5;5;0;0;1596;1700;82;106;4148;2476;1560;148;4;50;1418;1430;1125;198;178;5;10.8;1560;11;6.5;1;2;360;8.7;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
47;600000;5;5;7200;1;1596;1700;82;106;4148;2476;1560;148;4;50;1418;1430;1125;198;178;5;12.7;1560;11;6.5;1;2;360;8.7;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
48;584900;5;5;0;0;1596;1700;82;106;4148;2476;1560;148;4;50;1418;1430;1125;198;178;5;10.8;1560;11;6.5;1;2;360;8.7;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
49;603900;5;5;0;0;1596;1700;82;87;4148;2476;1560;140;2;50;1418;1430;1125;198;166;5;12.2;1560;10.5;6.8;1;2;360;9.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
50;609900;5;5;0;0;1596;1700;82;106;4148;2476;1560;148;4;50;1418;1430;1125;198;178;5;10.8;1560;11;6.5;1;2;360;8.7;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
51;649900;5;5;0;0;1596;1700;82;106;4148;2476;1560;148;4;50;1418;1430;1125;198;178;5;10.8;1560;11;6.5;1;2;360;8.7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
52;534900;5;5;0;0;1596;1700;82;87;4148;2476;1560;140;2;50;1418;1430;1125;198;166;5;12.2;1560;10.5;6.8;1;2;360;9.1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
53;609900;5;5;0;0;1596;1700;82;87;4148;2476;1560;140;2;50;1418;1430;1125;198;166;5;12.2;1560;10.5;6.8;1;2;360;9.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
54;676900;5;5;0;0;1596;1700;82;106;4148;2476;1560;148;4;50;1418;1430;1125;198;178;5;10.8;1560;11;6.5;1;2;360;8.7;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
55;665900;5;5;0;0;1596;1700;82;106;4148;2476;1560;148;4;50;1418;1430;1125;198;178;5;10.8;1560;11;6.5;1;2;360;8.7;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
56;649900;5;5;0;0;1596;1700;82;106;4148;2476;1560;148;4;50;1418;1430;1125;198;178;5;10.8;1560;11;6.5;1;2;360;8.7;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
57;608900;5;5;0;0;1596;1700;82;106;4148;2476;1560;148;4;50;1418;1430;1125;198;178;5;10.8;1560;11;6.5;1;2;360;8.7;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
58;510000;5;5;5000;0;1596;1700;82;87;4250;2476;1500;140;2;50;1414;1430;1085;190;171;5;11.8;1560;10.5;6.8;1;2;435;9.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
59;569500;5;5;0;0;1596;1700;82;87;4250;2476;1500;140;2;50;1414;1430;1085;190;171;5;11.8;1560;10.5;6.8;1;2;435;9.1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
60;585500;5;5;0;0;1596;1700;82;87;4250;2476;1500;140;2;50;1414;1430;1085;190;171;5;11.8;1560;10.5;6.8;1;2;435;9.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
61;419000;5;5;12566;2;1596;1700;82;87;4250;2476;1500;140;2;50;1414;1430;1085;190;171;5;11.8;1560;10.5;6.8;1;2;435;9.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
62;630000;5;5;23210;1;1596;1700;82;106;4250;2476;1500;148;4;50;1414;1430;1085;190;183;5;10.6;1560;11;6.5;1;2;435;8.7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
63;541500;5;5;0;0;1596;1700;82;106;4250;2476;1500;148;4;50;1414;1430;1085;190;183;5;10.6;1560;11;6.5;1;2;435;8.7;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
64;522900;5;5;0;0;1596;1700;82;87;4250;2476;1500;140;2;50;1414;1430;1085;190;171;5;11.8;1560;10.5;6.8;1;2;435;9.1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
65;522900;5;5;0;0;1596;1700;82;87;4250;2476;1500;140;2;50;1414;1430;1085;190;171;5;11.8;1560;10.5;6.8;1;2;435;9.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
66;550000;5;5;5000;1;1596;1700;82;87;4250;2476;1500;140;2;50;1414;1430;1085;190;171;5;11.8;1560;10.5;6.8;1;2;435;9.1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
67;598500;5;5;0;0;1596;1700;82;106;4250;2476;1500;148;4;50;1414;1430;1085;190;183;5;10.6;1560;11;6.5;1;2;435;8.7;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
68;427900;5;5;0;0;1596;1700;82;87;4250;2476;1500;140;2;50;1414;1430;1085;190;171;5;11.8;1560;10.5;6.8;1;2;435;9.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
69;658500;5;5;0;0;1596;1700;82;98;4250;2476;1500;145;4;50;1414;1430;1085;175;174;4;13.3;1560;11;7.2;1;2;435;9.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
70;470000;5;5;20000;1;1596;1700;82;87;4250;2476;1500;140;2;50;1414;1430;1085;190;171;5;11.8;1560;10.5;6.8;1;2;435;9.1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
71;597800;5;4;0;0;1596;1700;82;106;4268;2476;1500;148;4;50;1414;1430;1075;180;184;5;10.5;1560;11;6.5;1;2;520;8.7;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
72;467500;5;4;0;0;1596;1700;82;87;4268;2476;1500;140;2;50;1414;1430;1075;180;172;5;11.6;1560;10.5;6.8;1;2;520;9;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
73;543800;5;4;0;0;1596;1700;82;106;4268;2476;1500;148;4;50;1414;1430;1075;180;184;5;10.5;1560;11;6.5;1;2;520;8.7;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
74;472500;5;4;0;0;1596;1700;82;87;4268;2476;1500;140;2;50;1414;1430;1075;180;172;5;11.6;1560;10.5;6.8;1;2;520;9;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
75;543800;5;4;0;0;1596;1700;82;106;4268;2476;1500;148;4;50;1414;1430;1075;180;184;5;10.5;1560;11;6.5;1;2;520;8.7;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
76;560500;5;5;0;0;1596;1700;82;98;4250;2476;1500;145;4;50;1414;1430;1085;175;174;4;13.3;1560;11;7.2;1;2;435;9.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
77;502900;5;5;0;0;1596;1700;82;87;4250;2476;1500;140;2;50;1414;1430;1085;190;171;5;11.8;1560;10.5;6.8;1;2;435;9.1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
78;502900;5;5;0;0;1596;1700;82;87;4250;2476;1500;140;2;50;1414;1430;1085;190;171;5;11.8;1560;10.5;6.8;1;2;435;9.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
79;407900;5;5;0;0;1596;1700;82;87;4250;2476;1500;140;2;50;1414;1430;1085;190;171;5;11.8;1560;10.5;6.8;1;2;435;9.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
80;558500;5;5;0;0;1596;1700;82;98;4250;2476;1500;145;4;50;1414;1430;1085;175;174;4;13.3;1560;11;7.2;1;2;435;9.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
